"myfiles","mean"
"ginppi.dt.4.p.0.92.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_031517.csv",22.2398189431681
"ginppi.dt.4.p.0.92.L1.0.0029.L2.0.00029.n.5000.time.2016Jan03_031850.csv",22.0026606381605
"ginppi.dt.4.p.0.92.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_032223.csv",20.2993258967581
"ginppi.dt.4.p.0.92.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_032553.csv",17.8158719512075
"ginppi.dt.4.p.0.92.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_032928.csv",15.6184987438118
"ginppi.dt.4.p.0.92.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_033301.csv",13.6343251304879
"ginppi.dt.4.p.0.93.L1.0.002.L2.2e-04.n.5000.time.2016Jan03_015657.csv",30.9182569252816
"ginppi.dt.4.p.0.93.L1.0.0021.L2.0.00021.n.5000.time.2016Jan03_020032.csv",30.0096773666567
"ginppi.dt.4.p.0.93.L1.0.0022.L2.0.00022.n.5000.time.2016Jan03_020407.csv",28.386756256209
"ginppi.dt.4.p.0.93.L1.0.0023.L2.0.00023.n.5000.time.2016Jan03_020741.csv",27.3209900369241
"ginppi.dt.4.p.0.93.L1.0.0024.L2.0.00024.n.5000.time.2016Jan03_021116.csv",26.0677839122666
"ginppi.dt.4.p.0.93.L1.0.0025.L2.0.00025.n.5000.time.2016Jan03_021449.csv",24.71713518709
"ginppi.dt.4.p.0.93.L1.0.0026.L2.0.00026.n.5000.time.2016Jan03_021822.csv",23.4901820014764
"ginppi.dt.4.p.0.93.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_022154.csv",22.0751075028668
"ginppi.dt.4.p.0.93.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_022528.csv",22.699566459179
"ginppi.dt.4.p.0.93.L1.0.0029.L2.0.00029.n.5000.time.2016Jan03_022900.csv",21.8400875135458
"ginppi.dt.4.p.0.93.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_023232.csv",21.3718382273789
"ginppi.dt.4.p.0.93.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_023607.csv",18.5254225032458
"ginppi.dt.4.p.0.93.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_023941.csv",15.6758606142435
"ginppi.dt.4.p.0.93.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_024317.csv",14.0822692232444
"ginppi.dt.4.p.0.94.L1.0.002.L2.2e-04.n.5000.time.2016Jan03_010705.csv",30.9725252661687
